StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Ethnicity_Name,StudyTime_Norm,Engagement_Index,Participation_Total
1017,18,0,3,1,10.098656081788002,14,0,2,1,1,0,0,2.232175277715976,3.0,other,0.5054603098718297,0.5038222169102807,2
1018,18,1,0,0,3.5282382085577235,16,1,2,0,0,0,0,1.3844041756940335,4.0,caucasian,0.1765617988939459,0.2735932592257621,0
1019,18,0,1,3,16.25465808609359,29,0,2,1,0,0,1,0.4695533233798704,4.0,african_american,0.8136142099520922,0.7195299469664646,2
1020,17,0,0,1,10.835206398820308,9,0,2,0,0,1,0,2.3957840945307,3.0,caucasian,0.542330156996654,0.5296311098976577,1
1021,16,1,0,3,2.621597234094062,2,0,3,0,0,0,1,2.778411299920653,2.0,caucasian,0.13117764338877524,0.3168243503721426,1
1022,15,0,0,2,15.32314203165556,25,0,1,1,0,0,0,0.3468940367050148,4.0,caucasian,0.7669848708190495,0.6118894095733346,1
1023,16,1,1,0,18.648879567547016,29,1,1,0,0,0,0,0.3125462305253549,4.0,african_american,0.9334628855454075,0.7284240198817852,0
1024,18,1,3,4,18.94613798473924,20,0,2,1,0,0,0,1.7701318767799732,4.0,other,0.9483428905430346,0.8138400233801242,1
1025,18,1,0,1,7.380354648223455,15,0,2,0,0,0,0,1.5051556220362858,4.0,caucasian,0.3693890110384606,0.40857230772692243,0
1026,16,1,0,3,2.7103374712150807,5,0,4,0,0,1,0,2.977851918315743,2.0,caucasian,0.13561975535426246,0.3949338287479837,1
1027,16,0,0,1,10.367992532661304,2,0,2,0,1,0,0,2.948717671911921,2.0,caucasian,0.5189426118126567,0.5132598282688596,1
1028,16,1,0,3,2.2521845869844137,8,0,3,0,0,1,0,2.145204720467192,3.0,caucasian,0.11268578002255256,0.3038800460157868,1
1029,18,0,0,0,18.679748370252344,10,0,3,1,0,0,0,2.854803928981318,2.0,caucasian,0.9350080997831224,0.8795056698481856,1
1030,18,0,0,2,3.67159254710292,20,0,3,1,0,0,0,1.519441725815139,4.0,caucasian,0.18373775473106746,0.3536164283117472,1
1031,15,0,2,2,5.055317199023282,12,1,0,0,1,0,0,1.727120309522409,4.0,hispanic,0.2530035132263106,0.17710245925841742,1
1032,15,0,0,3,8.132730537699409,17,0,4,0,0,0,1,1.8475354711387904,4.0,caucasian,0.40705104631821115,0.5849357324227478,1
1033,18,0,0,3,7.663289371182516,25,0,1,0,1,0,0,0.3846169728564877,4.0,caucasian,0.38355200810814694,0.3434864056757028,1
1034,16,0,3,3,15.89325784795778,21,0,0,1,1,0,0,0.94940609779728,4.0,other,0.7955234275264866,0.5568663992685406,2
1035,16,0,0,3,9.126336411019247,27,1,2,1,1,0,0,1.1409594184203395,4.0,caucasian,0.4567884448427755,0.46975191138994277,2
1036,15,0,3,1,3.415365200066738,23,0,1,0,0,0,0,0.2614722600507521,4.0,other,0.170911661393022,0.19463816297511538,0
1037,18,0,0,1,5.344197909721482,26,1,1,0,0,0,0,0.2182848568210317,4.0,caucasian,0.26746415141280677,0.26222490598896475,0
1038,15,0,2,1,10.18226770375044,21,1,1,0,1,0,0,1.0677635510419796,4.0,hispanic,0.5096456963258532,0.43175198742809723,1
1039,15,1,1,1,2.949078348522698,3,1,1,1,1,0,0,3.0189058584279675,1.0,african_american,0.14757052021747574,0.17829936415223302,2
1040,17,1,2,1,12.233113512920282,21,1,3,1,1,0,0,1.5268678317927231,4.0,hispanic,0.6123058537002232,0.6536140975901561,2
1041,17,1,3,2,11.314946131022918,23,1,1,0,0,0,0,1.0582873996898603,4.0,other,0.566344715373714,0.4714413007615998,0
1042,17,0,0,1,14.294046327645152,7,0,2,0,0,0,0,2.625128097732231,2.0,caucasian,0.715470941076198,0.6508296587533386,0
1043,16,1,3,2,18.754092307587356,12,1,4,0,0,0,0,2.8087548220286536,2.0,other,0.9387295693702153,0.9571106985591507,0
1044,18,1,0,1,18.245091222023117,9,0,2,0,1,0,0,2.888891669272444,2.0,caucasian,0.9132502616065069,0.7892751831245548,1
1045,18,1,0,1,18.921512361376628,1,1,3,1,1,0,0,4.0,0.0,caucasian,0.9471101940826063,0.8879771358578243,2
1046,18,0,0,2,4.894311940474019,7,0,4,0,0,1,0,2.515300272256249,2.0,caucasian,0.24494399694923896,0.47146079786446726,1
1047,18,0,1,2,2.6313061327870924,5,0,1,1,0,0,0,2.5637654300150947,2.0,african_american,0.1316636463165925,0.16716455242161474,1
1048,17,0,0,2,6.04553400992897,15,0,2,0,0,0,0,1.7036118032323682,4.0,caucasian,0.3025712638528064,0.36179988469696445,0
1049,16,0,1,2,17.90170345532629,17,0,3,0,0,1,0,2.0998851567205854,3.0,african_american,0.8960611379718056,0.8522427965802639,1
1050,16,1,1,1,19.441069492469765,16,0,4,1,0,0,0,2.4610469629080955,3.0,african_american,0.9731179108034397,0.9811825375624077,1
1051,17,1,2,2,17.18649902140952,5,0,3,0,0,0,0,2.935477191694632,2.0,hispanic,0.8602598118006959,0.827181868260487,0
1052,16,1,2,0,2.200354422550872,12,1,1,1,0,1,0,1.9863780592187463,4.0,hispanic,0.1100912929998345,0.15206390509988416,2
1053,17,1,0,1,18.948559961195865,22,0,4,0,0,1,0,1.5715441913992825,4.0,caucasian,0.9484641285625299,0.9639248899937709,1
1054,18,0,0,2,8.46716054701572,13,0,1,0,1,0,0,1.6643106896610833,4.0,caucasian,0.423791767260573,0.3716542370824011,1
1055,17,0,0,0,0.1862058152470735,29,1,2,1,1,0,0,0.7562591665741925,4.0,caucasian,0.009268104792976873,0.15648767335508382,2
1056,18,0,0,1,8.847874814963872,25,0,2,0,1,0,0,0.8027695392342074,4.0,caucasian,0.44284936119936164,0.45999455283955315,1
1057,18,1,0,4,0.9213833935093518,20,0,2,0,1,1,0,1.3423871779577343,4.0,caucasian,0.046069236084784956,0.18224846525934946,2
1058,15,0,0,4,10.87755842322235,29,0,3,1,0,0,0,0.2865712882866222,4.0,caucasian,0.5444501922868725,0.6061151346008107,1
1059,17,0,0,1,6.771080548741026,9,1,3,0,1,0,0,2.61383869367367,2.0,caucasian,0.33889028965369083,0.46222320275758355,1
1060,15,1,3,0,9.468698671880976,23,0,3,0,1,0,0,0.9290125546259368,4.0,other,0.47392623424749786,0.5567483639732485,1
1061,17,1,1,1,12.26340721486234,10,0,0,1,0,1,0,1.892758695926592,4.0,african_american,0.6138222798473858,0.42967559589317006,2
1062,17,0,0,1,17.376021916356407,12,0,2,0,0,1,0,2.331261549308754,3.0,caucasian,0.8697468488730584,0.7588227942111408,1
1063,15,0,1,3,13.238031529438572,11,0,3,0,1,0,0,2.234238472600233,3.0,african_american,0.6626095095200956,0.6888266566640668,1
1064,15,0,0,1,8.680977369563614,8,0,2,0,1,0,0,2.3858282190764624,3.0,caucasian,0.43449489694195054,0.4541464278593653,1
1065,17,0,0,2,16.388557073407302,3,1,4,0,0,0,0,3.347356743507809,1.0,caucasian,0.8203168548064409,0.8742217983645086,0
1066,16,0,1,1,18.111642751462643,6,1,3,1,0,0,0,3.2618553073332905,1.0,african_american,0.9065701684820742,0.8595991179374518,1
1067,18,0,0,4,2.3951993286439444,23,0,3,0,1,0,0,1.0396238791477144,4.0,caucasian,0.11984473649796178,0.3088913155485732,1
1068,15,1,0,1,10.638659551055827,28,0,0,0,1,0,0,0.0278186247324679,4.0,caucasian,0.532491518600379,0.3727440630202653,1
1069,18,1,3,2,5.690239194848883,21,1,3,0,0,1,0,1.3299645378768772,4.0,other,0.284786103472961,0.4243502724310727,1
1070,16,1,2,1,0.941223957538948,1,0,4,0,0,1,0,3.283916521897384,1.0,hispanic,0.04706240456998624,0.33294368319899037,1
1071,16,0,1,2,13.370933902279706,6,0,2,1,0,0,0,2.937454182316864,2.0,african_american,0.6692622663730454,0.6184835864611318,1
1072,16,1,1,1,17.255415549184512,28,0,3,0,0,1,1,0.7388682028052602,4.0,african_american,0.8637095989838385,0.8295967192886868,2
1073,15,0,1,1,3.258053089547881,8,0,2,1,1,0,0,2.556801662833417,2.0,african_american,0.1630370147713448,0.26412591033994137,2
1074,16,0,0,3,16.24827315247801,4,1,2,0,0,0,0,3.300928568970799,1.0,caucasian,0.8132945963142121,0.7193062174199485,0
1075,15,1,0,3,17.067914670738833,14,0,3,1,0,1,0,2.200682946560561,3.0,caucasian,0.8543237789465643,0.823026645262595,2
1076,16,0,0,3,18.28680885332967,17,0,3,0,1,0,0,1.8558655731681932,4.0,caucasian,0.9153385407818928,0.8657369785473249,1
1077,18,0,0,2,5.305701781721048,3,0,3,0,0,0,0,2.734401494419992,2.0,caucasian,0.26553713255007316,0.41087599278505116,0
1078,18,1,1,3,18.079061303797783,18,1,1,1,1,0,0,2.1317372971872284,3.0,african_american,0.9049392235666622,0.7084574564966635,2
1079,17,1,0,0,6.413255094728645,19,0,1,0,0,0,0,0.9797699107752862,4.0,caucasian,0.3209784518854794,0.29968491631983557,0
1080,18,1,3,1,11.046760269110056,25,0,3,0,1,0,0,0.994325023551287,4.0,other,0.5529200090079536,0.6120440063055674,1
1081,17,0,3,1,1.0101494166456426,6,0,1,0,1,0,0,2.0746999767813343,3.0,other,0.05051263883301853,0.11035884718311297,1
1082,18,1,2,2,0.8776217673748721,25,0,2,0,0,0,0,0.500508035804656,4.0,hispanic,0.043878639694828865,0.1807150477863802,0
1083,15,1,1,1,14.407464254644058,7,0,0,1,1,0,0,2.532438417587673,2.0,african_american,0.7211483558202619,0.5048038490741833,2
1084,18,0,2,1,8.88959955955582,16,0,1,0,1,0,0,1.4633780357856976,4.0,hispanic,0.4449379964478345,0.38645659751348416,1
1085,17,1,0,2,5.125847507384352,12,0,3,1,1,0,0,2.342836773191855,3.0,caucasian,0.2565340821865101,0.404573857530557,2
1086,17,1,2,3,3.808269920498204,23,0,3,0,0,0,0,1.1588463344506037,4.0,hispanic,0.19057947856985527,0.35840563499889866,0
1087,16,1,0,1,13.399069817184362,20,1,1,1,0,1,1,1.5237487447337323,4.0,caucasian,0.6706706791552589,0.5444694754086812,3
1088,15,0,2,1,0.0080308805067974,27,0,1,0,0,1,0,0.0,4.0,hispanic,0.00034911792481781513,0.07524438254737247,1
1089,18,0,0,1,16.117823383937086,22,0,0,1,0,1,0,1.0586220144439875,4.0,caucasian,0.8067646106331908,0.5647352274432336,2
1090,16,0,2,1,1.5849921225985764,10,0,2,0,0,1,1,2.2297401841747666,3.0,hispanic,0.07928781168841952,0.20550146818189366,2
1091,18,0,3,1,3.829792298162389,26,0,1,0,0,0,1,0.1947432807455151,4.0,other,0.19165683439455777,0.2091597840761904,1
1092,18,1,0,2,7.724727905981792,0,0,2,1,1,0,0,3.5069200713692137,0.0,caucasian,0.3866274658647189,0.42063922610530324,2
1093,16,0,0,2,9.697174794322072,1,1,3,0,0,0,0,3.552286943350944,0.0,caucasian,0.48536317142786206,0.5647542199995035,0
1094,16,0,3,2,7.099902316278836,16,1,3,0,1,0,0,2.23849135429023,3.0,other,0.35535027618832676,0.4737451933318287,1
1095,16,1,0,1,6.414243299685878,4,0,1,1,1,0,0,2.7084723438568763,2.0,caucasian,0.32102791892779636,0.29971954324945743,2
1096,16,1,2,3,19.278320241463767,29,0,3,0,0,0,1,0.7329082339013866,4.0,hispanic,0.9649710946721969,0.9004797662705377,1
1097,16,1,1,1,12.831593624867883,29,0,4,0,0,1,0,0.9654824453045304,4.0,african_american,0.6422642553524867,0.7495849787467406,1
1098,18,0,0,2,0.4686591073477641,5,0,2,0,1,0,0,2.5552328599380942,2.0,caucasian,0.023407002650784783,0.16638490185554933,1
1099,16,0,0,3,8.603518168886264,25,0,2,1,0,1,1,0.7443222999212357,4.0,caucasian,0.4306174851462542,0.4514322396023779,3
1100,15,0,0,1,17.500173994879404,24,0,2,0,0,0,0,0.7220565813951911,4.0,caucasian,0.875961588110176,0.7631731116771232,0
1101,17,1,2,1,6.029123728213359,23,1,1,1,1,0,1,1.2712295298373406,4.0,hispanic,0.30174980662966966,0.28622486464076874,3
1102,16,1,0,3,1.8911268954877647,6,0,3,1,0,1,1,2.52614214142023,2.0,caucasian,0.0946121446158631,0.29122850123110416,3
1103,16,0,1,1,15.167695431798355,27,0,3,1,1,0,0,0.9424153953595232,4.0,african_american,0.7592036069457254,0.7564425248620077,2
1104,18,1,0,2,12.120276638721624,20,1,2,0,1,0,0,1.515639098395023,4.0,caucasian,0.6066575249906381,0.5746602674934467,1
1105,16,1,1,0,11.406250156530078,29,0,3,1,0,0,0,0.6482739267081915,4.0,african_american,0.5709151641054364,0.6246406148738055,1
1106,16,1,2,2,1.0715311921481585,14,0,3,0,1,1,1,2.0488500821388604,3.0,hispanic,0.05358525536266261,0.2625096787538638,3
1107,16,0,3,1,2.8099801959103465,18,0,0,1,0,0,1,0.8422959992571388,4.0,other,0.14060761828997861,0.09842533280298503,2
1108,18,1,0,0,12.450987924262275,15,0,1,0,1,0,0,1.4641879236906472,4.0,caucasian,0.6232120960204448,0.5112484672143113,1
1109,16,1,2,2,4.156476829176716,24,1,3,1,1,0,0,1.487946865169799,4.0,hispanic,0.20800983627102684,0.37060688538971875,2
1110,17,0,2,1,10.081401594968488,12,1,4,0,0,0,0,2.587565796370635,2.0,hispanic,0.5045965938750516,0.6532176157125361,0
1111,18,0,1,1,10.89763372058787,4,1,3,0,0,0,0,3.2208069781948727,1.0,african_american,0.545455110929545,0.6068185776506815,0
1112,17,1,3,0,5.670143805418788,2,1,4,0,0,1,0,3.5451594318003106,0.0,other,0.2837801790723217,0.4986461253506252,1
1113,18,1,0,1,18.968503110829857,2,0,2,0,0,0,0,3.0895989530746477,1.0,caucasian,0.9494624322237861,0.8146237025566503,0
1114,16,0,0,1,16.8492821367115,18,1,1,0,1,1,0,1.919956439918208,4.0,caucasian,0.843379586920988,0.6653657108446915,2
1115,17,0,2,0,14.44747015265597,13,1,2,0,0,0,0,2.198593184586961,3.0,hispanic,0.723150949953591,0.6562056649675136,0
1116,18,1,0,3,1.5598773281881817,15,0,0,0,0,0,1,0.8782126167627767,4.0,caucasian,0.07803062856179542,0.05462143999325679,1
1117,15,1,2,0,2.122600386180389,21,0,3,1,0,1,0,1.340368647512407,4.0,hispanic,0.10619912247458306,0.2993393857322081,2
1118,16,1,2,2,9.855626917299114,16,0,4,0,0,0,0,1.8195113357139088,4.0,hispanic,0.49329488419163675,0.6453064189341458,0
1119,18,1,0,1,3.214266983819713,26,0,3,0,1,0,0,0.6193509314675341,4.0,caucasian,0.16084519299480468,0.33759163509636325,1
1120,15,0,2,1,19.56530927058948,3,0,2,1,0,1,1,3.619460869693516,0.0,hispanic,0.9793370400606947,0.8355359280424862,3
1121,18,1,0,3,3.170404680548189,12,1,1,1,1,0,0,2.17490279620988,3.0,caucasian,0.1586495569618453,0.1860546898732917,2
1122,15,1,1,1,9.74935670927948,7,1,1,0,1,1,0,2.974406014911044,2.0,african_american,0.4879752661927006,0.41658268633489043,2
1123,16,0,1,4,7.282421136830108,18,0,2,0,0,0,0,0.9807358437488028,4.0,african_american,0.3644867070003353,0.40514069490023474,0
1124,17,1,3,1,12.78772842908196,4,0,3,0,0,0,0,3.101673809015105,1.0,other,0.6400684745275678,0.6730479321692974,0
1125,15,0,0,2,2.5807281777884983,1,1,2,1,0,1,0,3.4982573417733205,1.0,caucasian,0.12913184173303327,0.24039228921312328,2
1126,18,1,0,2,8.606328560847817,14,0,4,1,0,0,0,2.590553445052984,2.0,caucasian,0.4307581662641455,0.6015307163849017,1
1127,16,1,1,3,5.494100656142873,1,0,3,1,0,0,0,3.5350037581843186,0.0,african_american,0.2749679039960883,0.41747753279726174,1
1128,15,0,2,2,17.75503049343376,10,1,1,0,1,0,0,2.8199217452931866,2.0,hispanic,0.8887190602382546,0.6971033421667782,1
1129,18,0,1,2,0.8117142426939017,12,1,1,1,1,0,0,2.0165967745176614,3.0,african_american,0.040579475600848326,0.10340563292059382,2
1130,18,1,0,1,18.274549880129182,22,1,3,0,0,0,0,1.3711850388917164,4.0,caucasian,0.9147248875699433,0.8653074212989602,0
1131,18,1,0,1,16.65988277106001,9,0,1,0,0,0,0,2.1047955879699045,3.0,caucasian,0.8338987334129133,0.6587291133890393,0
1132,15,1,0,3,5.951414328816309,2,0,3,0,0,0,0,3.030439088696523,1.0,caucasian,0.29785987051848134,0.43350190936293687,0
1133,15,0,2,1,15.785813093542094,4,1,2,0,1,0,0,3.58242187231196,0.0,hispanic,0.7901450147038134,0.7031015102926693,1
1134,15,1,0,1,0.6242712067749512,2,0,1,1,0,0,0,2.4265467060392454,3.0,caucasian,0.031196551014256193,0.09683758570997933,1
1135,17,0,0,2,19.33731100586787,5,1,2,1,0,0,0,3.161436270258364,1.0,caucasian,0.967924023229908,0.8275468162609356,1
1136,15,0,3,1,10.531898851795788,12,0,2,1,0,0,0,2.122638529628868,3.0,other,0.5271473478497414,0.5190031434948189,1
1137,15,1,0,4,6.065620521308905,9,0,3,0,1,0,0,2.204860580997317,3.0,caucasian,0.3035767438406954,0.43750372068848675,1
1138,15,0,3,2,7.251664251893541,18,0,0,1,0,1,1,1.182987500498048,4.0,other,0.36294709508323486,0.2540629665582644,3
1139,17,1,1,2,1.3281070692099473,7,0,3,1,0,0,0,2.7387957163436,2.0,african_american,0.06642879523282594,0.2715001566629781,1
1140,15,1,2,3,19.786990280840783,17,1,3,0,0,0,0,2.2379013009826028,3.0,hispanic,0.9904338311005437,0.9183036817703806,0
1141,18,1,0,0,0.7858389030138491,2,0,3,1,0,0,0,3.139481546380388,1.0,caucasian,0.039284221500421955,0.25249895505029535,1
1142,15,1,0,1,13.09814246295718,23,1,0,1,1,0,0,1.0460447710800969,4.0,caucasian,0.6556070164434724,0.45892491151043063,2
1143,18,1,2,2,8.854718554129166,23,1,3,0,0,0,0,0.8164582452137992,4.0,hispanic,0.44319194148335805,0.5352343590383506,0
1144,18,0,2,1,18.978324363774306,16,0,2,1,0,1,0,2.03354462052118,3.0,hispanic,0.9499540593214365,0.8149678415250056,2
1145,18,0,2,2,4.919994806135904,7,1,2,1,1,0,0,2.432078522782237,3.0,hispanic,0.24622961628682397,0.32236073140077676,2
1146,17,1,0,3,10.641736478760226,9,0,3,1,0,0,0,2.6597713195279016,2.0,caucasian,0.5326455418238466,0.5978518792766926,1
1147,17,1,2,2,9.64712417165506,1,1,2,1,0,0,1,3.588887939765012,0.0,hispanic,0.4828577637679071,0.48800043463753495,2
1148,17,0,2,1,14.057328881002029,11,0,3,0,1,0,0,2.3145876278110027,3.0,hispanic,0.7036214640375127,0.7175350248262589,1
1149,15,0,1,4,1.3602046390484102,22,0,1,1,1,0,1,1.00722582021403,4.0,african_american,0.06803551844732507,0.12262486291312755,3
1150,18,0,2,2,3.875782600467097,5,0,3,1,0,0,0,2.8816123214605245,2.0,hispanic,0.19395899268026887,0.3607712948761882,1
1151,17,0,2,2,4.291296401856997,1,0,1,0,1,1,0,2.804504928911685,2.0,hispanic,0.21475856330190266,0.22533099431133186,2
1152,17,1,1,1,14.763015096833794,20,1,3,0,1,0,0,1.7629211240998668,4.0,african_american,0.7389463322700679,0.7422624325890474,1
1153,15,1,0,3,3.7827739265348015,22,0,4,1,0,0,1,1.11991126295732,4.0,caucasian,0.18930321355714894,0.4325122494900042,2
1154,17,0,0,2,11.469835277819534,23,0,2,0,0,0,0,1.0306575057198797,4.0,caucasian,0.5740980745558746,0.5518686521891122,0
1155,15,1,0,2,4.304876410019074,2,0,2,1,0,0,0,3.0756193536614336,1.0,caucasian,0.21543834418490743,0.3008068409294352,1
1156,16,0,0,3,17.232499001679567,16,1,3,1,1,0,0,2.631434065124418,2.0,caucasian,0.8625624545408892,0.8287937181786224,2
1157,17,1,0,1,18.84370908979277,28,0,0,0,1,1,1,0.5030669073279145,4.0,caucasian,0.943215558967023,0.660250891276916,3
1158,16,0,0,2,10.369859498844807,6,0,2,0,0,0,0,2.784237837142815,2.0,caucasian,0.5190360674207546,0.5133252471945282,0
1159,15,1,0,3,7.046177684183565,28,0,2,0,0,0,0,0.2476267650865634,4.0,caucasian,0.352660956903025,0.3968626698321175,0
1160,18,0,0,1,4.681155500349982,20,0,3,0,0,0,1,1.189548769618786,4.0,caucasian,0.2342739243427801,0.38899174703994605,1
1161,17,0,2,2,0.9956200304608752,4,1,3,1,0,0,1,3.3759940088028397,1.0,hispanic,0.04978533448589894,0.25984973414012924,2
1162,15,1,3,3,5.370001523949908,22,1,3,0,0,0,0,1.293573556445951,4.0,other,0.268755815118422,0.4131290705828954,0
1163,18,0,0,2,13.084715598906358,0,1,3,0,0,1,1,3.7185869042869646,0.0,caucasian,0.6549349015675815,0.683454431097307,2
1164,18,1,3,2,10.672338626184215,7,0,3,1,0,0,0,2.670559614819829,2.0,other,0.5341774079721906,0.5989241855805334,1
1165,16,1,1,3,18.880825565618547,11,1,2,1,0,0,0,2.369648013449619,3.0,african_american,0.9450735159291793,0.8115514611504255,1
1166,15,0,0,3,7.925545249834012,13,0,2,0,1,0,0,1.6244868202221543,4.0,caucasian,0.39667987450080106,0.42767591215056067,1
1167,18,1,0,1,13.87726684656789,15,1,2,1,1,0,0,2.5374768278143587,2.0,caucasian,0.6946080137286177,0.6362256096100324,2
1168,17,1,1,0,9.786454949502428,9,0,4,0,1,0,0,2.298417928509479,3.0,african_american,0.4898323103266726,0.6428826172286708,1
1169,17,1,2,2,10.251524318484233,14,0,3,1,0,0,0,2.2598041504961186,3.0,hispanic,0.5131125074025304,0.5841787551817712,1
1170,16,1,2,2,5.35548629208235,20,0,2,0,1,0,0,1.3213433008698847,4.0,hispanic,0.26802921930064466,0.3376204535104512,1
1171,18,1,0,2,9.099015536839994,23,0,3,0,1,0,0,0.9499742281238568,4.0,caucasian,0.45542083093913305,0.543794581657393,1
1172,15,0,0,2,9.415699940254145,25,0,2,1,0,0,1,0.818786616073051,4.0,caucasian,0.4712732517048196,0.4798912761933737,2
1173,17,1,0,1,14.132850434978678,14,1,3,0,0,0,0,2.3392245127535936,3.0,caucasian,0.7074018821370763,0.7201813174959534,0
1174,18,1,0,2,18.81279998372228,9,0,2,0,1,0,0,2.6827762879633723,2.0,caucasian,0.9416683272447209,0.8091678290713047,1
1175,18,1,0,1,6.586425549650086,20,1,1,1,0,0,0,1.543837471085622,4.0,caucasian,0.3296469271435109,0.3057528490004576,1
1176,16,1,0,2,0.8440093716259689,27,0,3,1,0,0,0,0.1969011048236224,4.0,caucasian,0.04219608812421186,0.2545372616869483,1
1177,17,1,2,2,9.925902510012794,6,0,3,0,0,0,0,2.748610257448085,2.0,hispanic,0.49681270273036143,0.572768891911253,0
1178,17,0,3,1,10.889226642983372,25,1,2,1,0,1,0,1.1048937876999445,4.0,other,0.5450342738748638,0.5315239917124046,2
1179,15,1,0,1,3.368811022638305,2,0,2,1,0,0,0,2.553439811443938,2.0,caucasian,0.1685812769438996,0.26800689386072973,1
1180,17,0,3,2,15.209292125521332,1,0,3,1,0,0,1,3.2742334588098787,1.0,other,0.761285832291366,0.7579000826039561,2
1181,15,0,0,2,19.698582168829837,5,1,3,0,0,0,0,3.1860603780389143,1.0,caucasian,0.9860083444785688,0.915205841134998,0
1182,17,0,0,1,18.915494340169214,20,0,3,1,0,0,0,1.722115750240589,4.0,caucasian,0.9468089471524505,0.8877662630067152,1
1183,16,0,0,4,3.942120776473044,8,0,2,1,1,0,0,2.3380463575903736,3.0,caucasian,0.19727971409103934,0.2880957998637275,2
1184,17,1,1,2,17.507264798015214,9,1,4,1,1,0,0,3.273998748434336,1.0,african_american,0.8763165357920437,0.9134215750544306,2
1185,15,0,3,4,14.089872728233694,3,0,3,0,0,0,0,2.993502391205279,2.0,other,0.7052505267702798,0.7186753687391958,0
1186,15,0,1,2,9.076931276138232,26,1,3,1,0,0,0,0.8963978990233954,4.0,african_american,0.4543153486698165,0.5430207440688715,1
1187,16,1,0,2,10.812219886494582,2,0,3,0,0,0,0,2.9610552588035977,2.0,caucasian,0.5411795102916235,0.6038256572041364,0
1188,17,1,1,3,16.99200349964916,8,0,1,1,0,0,0,2.6743510954520984,2.0,african_american,0.8505238575991408,0.6703667003193985,1
1189,17,1,0,2,9.602698792767464,23,0,0,1,1,0,0,1.2178731513333656,4.0,caucasian,0.48063394159286865,0.336443759115008,2
1190,16,0,2,2,7.464147382102537,21,1,3,0,0,0,0,1.36559111032951,4.0,hispanic,0.37358346349724264,0.4865084244480698,0
1191,17,1,1,1,9.864949860519715,16,0,2,0,0,0,1,1.5222748446854282,4.0,african_american,0.49376156716406683,0.4956330970148467,1
1192,17,1,0,2,11.582596080700982,13,1,3,0,0,0,0,2.2314023973705024,3.0,caucasian,0.5797425953276023,0.6308198167293215,0
1193,15,0,1,1,3.781553075566977,9,0,2,1,0,0,0,2.135266354890094,3.0,african_american,0.1892421008435909,0.28246947059051364,1
1194,17,1,1,1,18.018154605339813,12,0,2,0,0,0,0,2.255698914963147,3.0,african_american,0.9018903881930369,0.7813232717351258,0
1195,17,1,0,0,13.483738976592276,11,1,1,1,0,1,0,2.751145787611705,2.0,caucasian,0.674909003260712,0.5474363022824984,2
1196,16,1,1,0,12.665378346749778,26,0,3,1,1,0,0,0.8976341586164038,4.0,african_american,0.6339439386649358,0.668760757065455,2
